chr	start	end	id	name	counts	tpm
chrX	294698	347690	ENSG00000167393.12	PPP2R3B	1	2.60620102008625
chrX	585079	620146	ENSG00000185960.8	SHOX	6	23.6303883063411
chrX	1314890	1331616	ENSG00000205755.6	CRLF2	NA	NA
chrX	1387693	1429274	ENSG00000198223.10	CSF2RA	1	3.32141613853468
chrX	1455509	1501578	ENSG00000185291.6	IL3RA	1	2.99784680493196
chrX	1505045	1511617	ENSG00000169100.8	SLC25A6	1	21.0145776713954
chrX	1522032	1572655	ENSG00000169093.10	ASMTL	1	2.7281631759558
chrX	1581465	1656000	ENSG00000182162.5	P2RY8	1	1.85292553104462
chrX	1710486	1721407	ENSG00000197976.6	AKAP17A	1	12.6460767746919
chrX	1733894	1761974	ENSG00000196433.7	ASMT	1	4.91836910457303
chrX	2137557	2420846	ENSG00000169084.8	DHRSX	1	0.487515591697562
chrX	2404455	2419008	ENSG00000214717.5	ZBED1	1	9.48998862477912
chrX	2609220	2659350	ENSG00000002586.13	CD99	1	2.75499310704988
chrX	2670091	2734539	ENSG00000124343.8	XG	1	2.14293390728045
chrX	2746829	2800859	ENSG00000056998.14	GYG2	1	2.55613186112179
chrX	2822011	2847392	ENSG00000006756.11	ARSD	1	5.44138546378829
chrX	2852699	2886286	ENSG00000157399.10	ARSE	1	4.11194225314588
chrX	2924654	2951612	ENSG00000205667.2	ARSH	3	15.3692192807045
chrX	2959512	3030767	ENSG00000062096.10	ARSF	1	1.93821913488753
chrX	3189861	3202694	ENSG00000228459.2	CXorf28	NA	NA
chrX	3226606	3264682	ENSG00000101825.7	MXRA5	6	21.7629695014829
chrX	3522411	3631649	ENSG00000183943.5	PRKX	1	1.26428353188827
chrX	3735569	3761898	ENSG00000205664.6	RP11-706O15.1	1	5.24546334674354
chrX	5758678	6146904	ENSG00000146938.10	NLGN4X	1	0.355740739817556
chrX	6451659	6453159	ENSG00000169059.8	VCX3A	NA	NA
chrX	6966961	7066231	ENSG00000130021.9	HDHD1	1	1.39123405315212
chrX	7137497	7272851	ENSG00000101846.6	STS	1	1.02034520188846
chrX	7810303	7812184	ENSG00000182583.8	VCX	NA	NA
chrX	7866288	7895780	ENSG00000006757.7	PNPLA4	1	4.68289042643465
chrX	8137989	8139308	ENSG00000177504.9	VCX2	NA	NA
chrX	8432871	8434550	ENSG00000205642.5	VCX3B	NA	NA
chrX	8496915	8700227	ENSG00000011201.6	KAL1	1	0.679289980209779
chrX	8758836	8769424	ENSG00000183304.6	FAM9A	1	13.0438047276549
chrX	8992273	9132680	ENSG00000177138.11	FAM9B	2	1.96724955958621
chrX	9431335	9687780	ENSG00000101849.11	TBL1X	1	0.538547464198602
chrX	9693386	9754337	ENSG00000101850.8	GPR143	1	2.26588250326345
chrX	9754496	9917483	ENSG00000146950.8	SHROOM2	1	0.847354724342497
chrX	9935392	9936134	ENSG00000234469.2	AC002365.1	NA	NA
chrX	9983602	10112518	ENSG00000047644.13	WWC3	1	1.07130072649175
chrX	10125024	10205700	ENSG00000073464.7	CLCN4	1	1.71188215152475
chrX	10413350	10851773	ENSG00000101871.10	MID1	1	0.315010399674311
chrX	11129421	11141198	ENSG00000004961.10	HCCS	1	11.7269087591416
chrX	11136239	11683821	ENSG00000047648.17	ARHGAP6	1	0.252213923131897
chrX	11311533	11318881	ENSG00000125363.10	AMELX	NA	NA
chrX	11776278	11793870	ENSG00000005302.13	MSL3	1	7.85060279993239
chrX	12156585	12742642	ENSG00000169933.8	FRMPD4	2	0.471311850063767
chrX	12809474	12842341	ENSG00000101911.8	PRPS2	1	4.20202039907538
chrX	12885202	12908499	ENSG00000196664.4	TLR7	1	5.92813686124439
chrX	12924739	12941288	ENSG00000101916.11	TLR8	1	8.34538669746876
chrX	12993227	12995346	ENSG00000205542.6	TMSB4X	2	130.351868292978
chrX	13053737	13062801	ENSG00000187268.7	FAM9C	NA	NA
chrX	13336770	13338518	ENSG00000123594.3	ATXN3L	NA	NA
chrX	13587724	13651694	ENSG00000198759.7	EGFL6	1	2.15894645078022
chrX	13671225	13700083	ENSG00000176896.7	TCEANC	1	4.78577186417668
chrX	13707244	13728625	ENSG00000123595.5	RAB9A	1	6.45937067753663
chrX	13730363	13752754	ENSG00000196459.9	TRAPPC2	2	12.3360104020732
chrX	13752832	13787480	ENSG00000046651.10	OFD1	2	7.97205059203478
chrX	13789150	13956757	ENSG00000046653.10	GPM6B	1	0.823997830976096
chrX	14026398	14048012	ENSG00000046647.9	GEMIN8	1	6.38973833887344
chrX	14547420	14749934	ENSG00000101958.9	GLRA2	1	0.681966700852339
chrX	14861529	14891191	ENSG00000181544.9	FANCB	2	9.31210332792196
chrX	14891563	14940449	ENSG00000130150.7	MOSPD2	1	2.82509930156713
chrX	15253410	15288589	ENSG00000102048.11	ASB9	NA	NA
chrX	15298053	15333778	ENSG00000165192.9	ASB11	NA	NA
chrX	15337573	15353676	ENSG00000165195.9	PIGA	1	8.57652638989074
chrX	15363713	15402498	ENSG00000165197.4	FIGF	1	3.56085611593169
chrX	15402921	15511687	ENSG00000087842.6	PIR	2	2.53954001170238
chrX	15482369	15574652	ENSG00000102010.10	BMX	2	2.99313642721651
chrX	15579156	15620271	ENSG00000130234.6	ACE2	1	3.35906127827826
chrX	15645441	15683154	ENSG00000147003.5	TMEM27	5	18.3103710201271
chrX	15706953	15805747	ENSG00000169239.8	CA5B	2	2.79587433359132
chrX	15808595	15841383	ENSG00000169249.8	ZRSR2	NA	NA
chrX	15843929	15873054	ENSG00000182287.9	AP1S2	1	4.74189886545616
chrX	16141679	16171144	ENSG00000126010.5	GRPR	2	9.3743631058144
chrX	16185604	16189587	ENSG00000182798.6	MAGEB17	NA	NA
chrX	16606126	16731059	ENSG00000047230.10	CTPS2	1	1.10545495950958
chrX	16668281	16672793	ENSG00000169906.5	S100G	NA	NA
chrX	16737755	16783459	ENSG00000169895.5	SYAP1	1	3.02178812481206
chrX	16804550	16862642	ENSG00000086712.8	TXLNG	1	2.37739799725282
chrX	16857406	16888537	ENSG00000102054.13	RBBP7	1	4.43634333803638
chrX	16964814	17171395	ENSG00000169891.13	REPS2	1	0.668540690849645
chrX	17393543	17754114	ENSG00000188158.10	NHS	1	0.383025269520873
chrX	17755588	17773105	ENSG00000047634.10	SCML1	1	7.88421558808076
chrX	17818169	17879457	ENSG00000131831.13	RAI2	2	4.50684651012957
chrX	18181051	18239024	ENSG00000177324.9	BEND2	1	2.38227803385042
chrX	18257434	18372847	ENSG00000102098.13	SCML2	1	1.19663993186565
chrX	18443703	18671749	ENSG00000008086.6	CDKL5	1	0.605613799217748
chrX	18658030	18690229	ENSG00000102104.8	RS1	NA	NA
chrX	18694029	18846039	ENSG00000086717.14	PPEF1	1	0.908544204041909
chrX	18910418	19002716	ENSG00000044446.7	PHKA2	2	2.99264999147133
chrX	19007427	19140755	ENSG00000173698.13	GPR64	1	1.03584996742178
chrX	19362011	19379823	ENSG00000131828.9	PDHA1	1	7.75363824704753
chrX	19378174	19533379	ENSG00000180815.10	MAP3K15	2	1.77968241302034
chrX	19552093	19905719	ENSG00000147010.13	SH3KBP1	1	0.390547653329819
chrX	19930978	19988416	ENSG00000173681.12	CXorf23	2	4.80893500666495
chrX	20024831	20135035	ENSG00000184368.11	MAP7D2	1	1.25320137614252
chrX	20142636	20159962	ENSG00000173674.6	EIF1AX	3	23.9133910521316
chrX	20168029	20285523	ENSG00000177189.8	RPS6KA3	1	1.17544559259546
chrX	21392536	21672813	ENSG00000149970.10	CNKSR2	1	0.492754683603758
chrX	21673609	21676448	ENSG00000185915.4	KLHL34	2	97.2932754183942
chrX	21724090	21776281	ENSG00000091482.5	SMPX	1	2.64619962170509
chrX	21857754	21903542	ENSG00000012174.7	MBTPS2	1	3.01624452818229
chrX	21874105	21876845	ENSG00000230797.2	YY2	NA	NA
chrX	21958691	22025798	ENSG00000102172.11	SMS	1	2.05802381951824
chrX	22050559	22269427	ENSG00000102174.7	PHEX	1	0.631009578633745
chrX	22291065	22292574	ENSG00000175809.3	ZNF645	NA	NA
chrX	23018087	23020204	ENSG00000184735.5	DDX53	NA	NA
chrX	23352133	23422489	ENSG00000165186.9	PTCHD1	3	5.88895635580806
chrX	23682379	23704516	ENSG00000123131.8	PRDX4	1	6.23877690998828
chrX	23720370	23784592	ENSG00000123130.12	ACOT9	1	2.15047498452883
chrX	23801290	23804343	ENSG00000130066.12	SAT1	2	90.473504393325
chrX	23851470	23926057	ENSG00000184831.9	APOO	1	1.85163372245044
chrX	23925918	23957624	ENSG00000165182.6	CXorf58	NA	NA
chrX	24001837	24045303	ENSG00000174010.9	KLHL15	1	3.17737552239476
chrX	24072833	24096088	ENSG00000130741.6	EIF2S3	1	5.93884345114645
chrX	24167290	24234372	ENSG00000005889.11	ZFX	1	2.05879080016115
chrX	24483338	24557954	ENSG00000067992.8	PDK3	1	1.8509140728049
chrX	24576204	24690794	ENSG00000102230.9	PCYT1B	1	1.20523435252998
chrX	24712036	25015103	ENSG00000101868.6	POLA1	1	0.455700569367205
chrX	25021811	25034065	ENSG00000004848.6	ARX	1	11.2704263470222
chrX	26156460	26158852	ENSG00000176774.5	MAGEB18	NA	NA
chrX	26210557	26213763	ENSG00000176746.6	MAGEB6	NA	NA
chrX	26234286	26236387	ENSG00000188408.4	MAGEB5	NA	NA
chrX	27608499	27766908	ENSG00000189186.6	DCAF8L2	1	0.871843168357925
chrX	27826107	27841131	ENSG00000177689.9	MAGEB10	2	18.3849579947298
chrX	27996110	27999566	ENSG00000226372.1	DCAF8L1	NA	NA
chrX	28605516	29974840	ENSG00000169306.5	IL1RAPL1	1	0.100858383009726
chrX	30233677	30238206	ENSG00000099399.5	MAGEB2	NA	NA
chrX	30248553	30255607	ENSG00000198798.4	MAGEB3	NA	NA
chrX	30260057	30262293	ENSG00000120289.10	MAGEB4	NA	NA
chrX	30261847	30270155	ENSG00000214107.3	MAGEB1	NA	NA
chrX	30322323	30327715	ENSG00000169297.6	NR0B1	5	128.067326090885
chrX	30576941	30595961	ENSG00000120280.5	CXorf21	1	7.26118845722453
chrX	30671476	30748725	ENSG00000198814.8	GK	1	1.78782643731842
chrX	30845559	30993201	ENSG00000157625.11	TAB3	1	0.935423554655251
chrX	31089360	31090170	ENSG00000132446.5	FTHL17	1	170.503462291865
chrX	31115794	33357558	ENSG00000198947.10	DMD	1	0.0616067545274215
chrX	34147869	34150447	ENSG00000185448.9	FAM47A	NA	NA
chrX	34645181	34675405	ENSG00000147027.3	TMEM47	1	4.56947473717611
chrX	34960913	34963034	ENSG00000189132.5	FAM47B	1	65.1144764056627
chrX	35816459	35821852	ENSG00000189023.6	MAGEB16	NA	NA
chrX	35937851	36008269	ENSG00000165164.8	CXorf22	NA	NA
chrX	36053908	36163187	ENSG00000176034.8	CHDC2	1	1.26380918983895
chrX	36246735	36403431	ENSG00000205081.4	CXorf30	1	0.881374154135464
chrX	37026432	37029739	ENSG00000198173.3	FAM47C	NA	NA
chrX	37208528	37316548	ENSG00000130962.13	PRRG1	1	1.27853920067034
chrX	37208583	38546928	ENSG00000250349.3	TM4SF2	1	0.103192976740983
chrX	37430822	37543716	ENSG00000147036.7	LANCL3	1	1.22334051815341
chrX	37545012	37591383	ENSG00000047597.5	XK	1	2.97832275466155
chrX	37639264	37672714	ENSG00000165168.6	CYBB	2	8.25756678364189
chrX	37696010	37706890	ENSG00000165169.6	DYNLT3	1	12.6937320272436
chrX	37850070	37850569	ENSG00000187516.5	CXorf27	NA	NA
chrX	37865835	37988072	ENSG00000147041.7	SYTL5	1	1.12983633806794
chrX	38008589	38080696	ENSG00000101955.10	SRPX	1	1.9153175760524
chrX	38128416	38186817	ENSG00000156313.8	RPGR	1	2.36481917187053
chrX	38211798	38280703	ENSG00000036473.6	OTC	1	2.00432195713534
chrX	38420623	38548169	ENSG00000156298.8	TSPAN7	1	1.08280780625351
chrX	38660685	38665790	ENSG00000165175.11	MID1IP1	1	27.0534386790226
chrX	39909068	40036582	ENSG00000183337.12	BCOR	1	1.08307953994393
chrX	40440146	40465889	ENSG00000182220.9	ATP6AP2	1	5.36486829260034
chrX	40488285	40506819	ENSG00000185753.8	CXorf38	1	7.45159190980957
chrX	40507558	40595110	ENSG00000180182.6	MED14	1	1.57743745952589
chrX	40944888	41095832	ENSG00000124486.8	USP9X	1	0.914960544681542
chrX	41192651	41223725	ENSG00000215301.5	DDX3X	1	4.44448105993469
chrX	41306687	41334963	ENSG00000188937.5	NYX	1	4.88427657576781
chrX	41374187	41782716	ENSG00000147044.16	CASK	1	0.33806120117889
chrX	41548226	41556526	ENSG00000171659.9	GPR34	NA	NA
chrX	41583408	41589388	ENSG00000171657.5	GPR82	2	46.1899011559902
chrX	43515467	43606068	ENSG00000189221.5	MAOA	1	1.52435187753348
chrX	43625858	43741693	ENSG00000069535.12	MAOB	2	2.38456087463048
chrX	43808022	43832750	ENSG00000124479.8	NDP	1	5.58507782499234
chrX	44007128	44202918	ENSG00000183690.12	EFHC2	1	0.705387427633743
chrX	44382885	44402247	ENSG00000069509.5	FUNDC1	1	7.1329307125509
chrX	44703249	44704130	ENSG00000189037.6	DUSP21	NA	NA
chrX	44732757	44971847	ENSG00000147050.10	KDM6A	1	0.5776394012983
chrX	45007619	45060146	ENSG00000147113.12	CXorf36	2	5.25854529885242
chrX	46306292	46356857	ENSG00000147121.11	KRBOX4	1	2.73129248405835
chrX	46357162	46404892	ENSG00000251192.3	ZNF674	1	2.89352198735409
chrX	46433219	46457843	ENSG00000147119.3	CHST7	1	5.60866652275871
chrX	46464753	46618490	ENSG00000065923.5	SLC9A7	1	0.898338099848511
chrX	46696375	46741793	ENSG00000102218.5	RP2	2	6.08163302903741
chrX	46746852	46759138	ENSG00000204904.3	CXorf31	1	11.2410715006032
chrX	46771711	46920641	ENSG00000102221.9	PHF16	1	0.927333676602502
chrX	46937775	46952712	ENSG00000130988.8	RGN	NA	NA
chrX	47001615	47004903	ENSG00000147123.10	NDUFB11	1	42.0035901631419
chrX	47004268	47046212	ENSG00000182872.11	RBM10	1	3.29267128686846
chrX	47050260	47074527	ENSG00000130985.12	UBA1	1	5.69117750263364
chrX	47077259	47089396	ENSG00000102225.11	CDK16	1	11.3790726255591
chrX	47092089	47107727	ENSG00000102226.5	USP11	11	97.1470679767564
chrX	47229982	47273704	ENSG00000147117.7	ZNF157	1	3.15877142986164
chrX	47305278	47342345	ENSG00000147124.8	ZNF41	2	7.45179294015758
chrX	47342970	47344207	ENSG00000196741.3	CXorf24	NA	NA
chrX	47420516	47431307	ENSG00000078061.8	ARAF	1	12.7984250260783
chrX	47431303	47479252	ENSG00000008056.8	SYN1	2	5.76061250313502
chrX	47441712	47446188	ENSG00000102265.7	TIMP1	NA	NA
chrX	47483612	47489704	ENSG00000126759.8	CFP	1	22.6703552948803
chrX	47494920	47510003	ENSG00000126767.13	ELK1	1	9.15652088154947
chrX	47511197	47518560	ENSG00000126756.7	UXT	NA	NA
chrX	47696301	47861960	ENSG00000197779.9	ZNF81	1	0.833687300155202
chrX	47834250	47863377	ENSG00000147118.6	ZNF182	1	4.74157326385864
chrX	47842756	47931025	ENSG00000221994.6	ZNF630	1	1.5646240974341
chrX	47863734	47869126	ENSG00000171489.6	SPACA5	NA	NA
chrX	47990039	47991995	ENSG00000171478.7	SPACA5B	NA	NA
chrX	48045656	48056199	ENSG00000165583.9	SSX5	NA	NA
chrX	48114752	48126879	ENSG00000126752.7	SSX1	NA	NA
chrX	48205863	48216142	ENSG00000165584.11	SSX3	1	13.4359183243906
chrX	48242863	48252785	ENSG00000204645.4	SSX4	2	27.8387027729108
chrX	48261524	48271344	ENSG00000198946.3	SSX4B	2	28.1278624147476
chrX	48316920	48328644	ENSG00000017483.10	SLC38A5	1	11.7799219085987
chrX	48334541	48344752	ENSG00000068438.10	FTSJ1	1	13.5253946191764
chrX	48367350	48379202	ENSG00000102312.16	PORCN	2	23.3054006845107
chrX	48379546	48387104	ENSG00000147155.6	EBP	1	18.2730622461512
chrX	48397845	48420997	ENSG00000068354.11	TBC1D25	1	5.96526453249873
chrX	48431482	48433275	ENSG00000204620.2	AC115618.1	1	77.0261039913054
chrX	48432837	48437454	ENSG00000102317.13	RBM3	1	29.9128881213798
chrX	48448430	48463581	ENSG00000101940.13	WDR13	1	9.11542501857373
chrX	48534985	48549818	ENSG00000015285.6	WAS	1	9.31084773521274
chrX	48553945	48567403	ENSG00000101945.12	SUV39H1	1	10.2621343777984
chrX	48620154	48632064	ENSG00000171433.7	GLOD5	NA	NA
chrX	48644962	48652716	ENSG00000102145.9	GATA1	1	17.8111690039219
chrX	48659784	48683392	ENSG00000094631.14	HDAC6	1	5.8500425472895
chrX	48687283	48688548	ENSG00000187682.1	ERAS	NA	NA
chrX	48689504	48694035	ENSG00000102109.7	PCSK1N	27	822.977426687947
chrX	48750730	48755426	ENSG00000126768.8	TIMM17B	1	29.4096687513651
chrX	48755195	48760420	ENSG00000102103.11	PQBP1	1	26.4321156854374
chrX	48760459	48769235	ENSG00000102100.10	SLC35A2	3	47.2109632371504
chrX	48770459	48776301	ENSG00000102096.9	PIM2	1	23.6405005916485
chrX	48779305	48815648	ENSG00000068308.9	OTUD5	1	3.80012119132737
chrX	48818639	48827976	ENSG00000102057.5	KCND1	NA	NA
chrX	48830134	48858675	ENSG00000068400.9	GRIPAP1	1	4.83892661281702
chrX	48886242	48901012	ENSG00000068323.12	TFE3	1	9.35056225161886
chrX	48911101	48927509	ENSG00000147144.8	CCDC120	NA	NA
chrX	48928813	48931730	ENSG00000243279.2	PRAF2	2	94.6916725789582
chrX	48929385	48958108	ENSG00000196998.11	WDR45	1	4.80826530851271
chrX	48929385	48937546	ENSG00000250232.1	AF196779.12	1	16.9229021512573
chrX	48970334	48980151	ENSG00000068394.9	GPKOW	NA	NA
chrX	49019061	49024822	ENSG00000017621.11	MAGIX	NA	NA
chrX	49028273	49031588	ENSG00000102007.6	PLP2	1	41.6614794740304
chrX	49031151	49042845	ENSG00000012211.8	PRICKLE3	1	11.8101423342236
chrX	49044269	49056718	ENSG00000102003.6	SYP	1	11.0938874171749
chrX	49061523	49089833	ENSG00000102001.8	CACNA1F	1	4.87841061308409
chrX	49091927	49106987	ENSG00000101997.8	CCDC22	2	18.3410098879695
chrX	49106897	49121288	ENSG00000049768.10	FOXP3	NA	NA
chrX	49126306	49157929	ENSG00000049769.8	PPP1R3F	NA	NA
chrX	49160148	49176323	ENSG00000215274.5	GAGE10	1	8.53834957999447
chrX	49178536	49185863	ENSG00000224659.2	GAGE12J	1	18.8491612469511
chrX	49188094	49195366	ENSG00000237597.4	GAGE13	1	18.991722284985
chrX	49197607	49204923	ENSG00000205775.8	GAGE2E	1	18.8775019759993
chrX	49207160	49214420	ENSG00000240257.2	GAGE2D	1	19.0231135614891
chrX	49216659	49223943	ENSG00000241465.2	GAGE12I	1	18.9604344393754
chrX	49226182	49233481	ENSG00000236249.6	GAGE2C	1	18.9214693048925
chrX	49235708	49242997	ENSG00000231850.3	GAGE2B	1	18.9474282420648
chrX	49294472	49294588	ENSG00000236737.1	GAGE12B	NA	NA
chrX	49296814	49304141	ENSG00000237671.3	GAGE12C	1	18.8491612469511
chrX	49306370	49313697	ENSG00000227488.2	GAGE12D	1	18.8491612469511
chrX	49315936	49323252	ENSG00000216649.3	GAGE12E	1	18.8775019759993
chrX	49325479	49332808	ENSG00000236362.5	GAGE12F	1	18.8440175271402
chrX	49335037	49342357	ENSG00000215269.5	GAGE12G	1	18.867186401149
chrX	49344586	49351904	ENSG00000224902.5	GAGE12H	1	18.8723427789574
chrX	49354132	49361430	ENSG00000189064.8	GAGE2A	1	18.9240619973158
chrX	49363628	49373139	ENSG00000205777.13	GAGE1	1	14.5208500111882
chrX	49452053	49460596	ENSG00000068985.4	PAGE1	NA	NA
chrX	49593863	49598576	ENSG00000101951.12	PAGE4	NA	NA
chrX	49644470	49647166	ENSG00000242013.4	USP27X	NA	NA
chrX	49687225	49863892	ENSG00000171365.11	CLCN5	11	8.59914895832564
chrX	49955406	49965664	ENSG00000147081.10	AKAP4	NA	NA
chrX	49967364	50094909	ENSG00000147082.13	CCNB3	1.5	1.62422444380114
chrX	50334647	50557302	ENSG00000158352.11	SHROOM4	1	0.620277130342506
chrX	50653784	50659607	ENSG00000130385.5	BMP15	NA	NA
chrX	51075083	51080377	ENSG00000122824.6	NUDT10	NA	NA
chrX	51149767	51151687	ENSG00000187690.2	CXorf67	NA	NA
chrX	51232863	51239448	ENSG00000196368.4	NUDT11	NA	NA
chrX	51486481	51489324	ENSG00000189369.7	GSPT2	1	48.5781936181536
chrX	51546103	51645453	ENSG00000179222.13	MAGED1	1	1.39011378416115
chrX	51793956	51797351	ENSG00000182776.4	RP11-114H20.1	2	81.3595313439827
chrX	51804923	51812368	ENSG00000187243.12	MAGED4B	NA	NA
chrX	51927919	51935364	ENSG00000154545.12	MAGED4	NA	NA
chrX	51942963	51946358	ENSG00000179028.4	RP11-363G10.2	2	81.3595313439827
chrX	52112173	52118823	ENSG00000155622.6	XAGE2B	NA	NA
chrX	52235228	52243954	ENSG00000204382.7	XAGE1B	NA	NA
chrX	52255219	52260363	ENSG00000204379.6	XAGE1A	NA	NA
chrX	52380351	52387001	ENSG00000185751.4	XAGE2	NA	NA
chrX	52511761	52516905	ENSG00000183461.12	XAGE1C	NA	NA
chrX	52528159	52533303	ENSG00000204376.7	XAGE1D	NA	NA
chrX	52541053	52546197	ENSG00000204375.5	XAGE1E	NA	NA
chrX	52673140	52683950	ENSG00000187754.8	SSX7	1	12.775930106976
chrX	52725946	52736239	ENSG00000241476.3	SSX2	1	13.4176434913447
chrX	52780318	52790617	ENSG00000157950.10	SSX2B	1	13.4098266294214
chrX	52825184	52827141	ENSG00000204363.4	SPANXN5	NA	NA
chrX	52841228	52847325	ENSG00000171405.8	XAGE5	NA	NA
chrX	52891557	52897099	ENSG00000171402.10	XAGE3	NA	NA
chrX	52920336	52937587	ENSG00000179304.12	FAM156B	1	8.00578543020176
chrX	52976462	53024651	ENSG00000182646.12	FAM156A	1	2.86596120393473
chrX	53078273	53109797	ENSG00000184194.5	GPR173	1	4.38103681183894
chrX	53111549	53117722	ENSG00000184205.10	TSPYL2	1	22.3728826269902
chrX	53220503	53254604	ENSG00000126012.7	KDM5C	1	4.04996347486615
chrX	53262058	53350522	ENSG00000124313.8	IQSEC2	1	1.56117521767511
chrX	53401070	53449677	ENSG00000072501.13	SMC1A	1	2.84131512861132
chrX	53449639	53458059	ENSG00000158423.12	RIBC1	NA	NA
chrX	53458206	53461320	ENSG00000072506.8	HSD17B10	1	44.3506115788088
chrX	53559057	53713673	ENSG00000086758.11	HUWE1	1	0.893231001037477
chrX	53963109	54075391	ENSG00000172943.14	PHF8	1	1.23000841146765
chrX	54094757	54209714	ENSG00000184083.7	FAM120C	1	1.20138664419227
chrX	54219256	54385075	ENSG00000196632.6	WNK3	22	18.3234231182255
chrX	54466834	54471920	ENSG00000158526.7	TSR2	NA	NA
chrX	54471887	54522599	ENSG00000102302.7	FGD1	1	2.72337522591124
chrX	54556644	54587504	ENSG00000130119.11	GNL3L	1	4.47530150539244
chrX	54775332	54824673	ENSG00000102313.8	ITIH6	1	2.79904753564805
chrX	54834032	54842445	ENSG00000102316.12	MAGED2	3	49.2479987363879
chrX	54946895	54957864	ENSG00000067445.16	TRO	1	12.5907379393209
chrX	54959394	55024967	ENSG00000158571.6	PFKFB1	2	4.21233753088651
chrX	55026790	55035490	ENSG00000169188.4	APEX2	1	15.874460282346
chrX	55035488	55057497	ENSG00000158578.14	ALAS2	1	6.27506040512566
chrX	55101496	55105342	ENSG00000238269.4	PAGE2B	NA	NA
chrX	55115441	55119275	ENSG00000234068.2	PAGE2	NA	NA
chrX	55169535	55187743	ENSG00000182518.9	FAM104B	1	7.58500683525981
chrX	55207824	55208944	ENSG00000256045.1	MTRNR2L10	6	739.863238159342
chrX	55246788	55250541	ENSG00000158639.7	PAGE5	NA	NA
chrX	55284848	55291279	ENSG00000204279.3	PAGE3	NA	NA
chrX	55478538	55479998	ENSG00000187601.3	MAGEH1	1	94.5943866139799
chrX	55511049	55515635	ENSG00000247746.4	USP51	1	30.1150903742718
chrX	55649833	55652621	ENSG00000189299.5	FOXR2	NA	NA
chrX	55744172	55785207	ENSG00000083750.8	RRAGB	1	3.36560995385429
chrX	56100757	56102014	ENSG00000233889.1	AL353698.1	NA	NA
chrX	56258854	56314322	ENSG00000102349.10	KLF8	NA	NA
chrX	56590026	56593443	ENSG00000188021.7	UBQLN2	1	40.4178532210742
chrX	57002803	57021970	ENSG00000204271.6	SPIN3	1	7.20549926730373
chrX	57144984	57147980	ENSG00000186787.7	SPIN2B	NA	NA
chrX	57160963	57164058	ENSG00000147059.7	SPIN2A	1	44.62287704569
chrX	57313139	57515629	ENSG00000165591.6	FAAH2	1	0.682047530526992
chrX	57618269	57623906	ENSG00000198455.3	ZXDB	1	24.5002314096879
chrX	57931864	57937067	ENSG00000198205.5	ZXDA	1	26.5438793881243
chrX	62567107	62571223	ENSG00000186767.5	SPIN4	1	33.5538883518976
chrX	62854847	63005426	ENSG00000131089.9	ARHGEF9	2	1.83435677559833
chrX	63404997	63425624	ENSG00000184675.5	AMER1	1	6.6954867143264
chrX	63444076	63450511	ENSG00000198881.8	ASB12	NA	NA
chrX	63444187	63615333	ENSG00000102043.11	MTMR8	1	0.806958996742025
chrX	64136250	64254593	ENSG00000126970.11	ZC4H2	66	77.0228496330421
chrX	64708615	64727767	ENSG00000102053.11	ZC3H12B	3	21.633428016355
chrX	64732462	64754655	ENSG00000001497.12	LAS1L	1	6.223034490894
chrX	64808257	64961791	ENSG00000147065.12	MSN	1	0.899525866950712
chrX	65241580	65259967	ENSG00000155659.10	VSIG4	NA	NA
chrX	65382391	65488709	ENSG00000089472.12	HEPH	1	1.29900679524079
chrX	65815479	65859108	ENSG00000131080.10	EDA2R	1	3.16550469771048
chrX	66764465	66950461	ENSG00000169083.11	AR	1	0.742531046132232
chrX	67262186	67653755	ENSG00000079482.11	OPHN1	1	0.352703621727998
chrX	67718165	67757127	ENSG00000181704.7	YIPF6	1	3.54467954561908
chrX	67867508	67945684	ENSG00000130052.9	STARD8	1	1.76662664316939
chrX	68048840	68061990	ENSG00000090776.5	EFNB1	1	10.5024946354685
chrX	68380694	68385636	ENSG00000181191.11	PJA1	NA	NA
chrX	68725084	68752351	ENSG00000130054.4	FAM155B	1	5.06501648352993
chrX	68835911	69259319	ENSG00000158813.13	EDA	4	1.30472550784502
chrX	69260392	69269788	ENSG00000147160.5	AWAT2	NA	NA
chrX	69282341	69284029	ENSG00000189401.2	OTUD6A	NA	NA
chrX	69353299	69386174	ENSG00000089289.11	IGBP1	1	4.20099785418739
chrX	69397333	69425395	ENSG00000184210.5	DGAT2L6	1	4.92152392760354
chrX	69454505	69460477	ENSG00000204195.3	AWAT1	NA	NA
chrX	69478016	69479654	ENSG00000186912.5	P2RY4	1	84.3148989355376
chrX	69488155	69501690	ENSG00000120500.13	ARR3	NA	NA
chrX	69501943	69504852	ENSG00000147127.4	RAB41	NA	NA
chrX	69506445	69510364	ENSG00000120509.6	PDZD11	1	35.2405727115107
chrX	69509879	69640682	ENSG00000090889.10	KIF4A	1	1.05584584800357
chrX	69642881	69653240	ENSG00000130055.9	GDPD2	1	13.3321560436732
chrX	69664711	69725337	ENSG00000082458.7	DLG3	1	2.27802930189045
chrX	69748790	70128581	ENSG00000120498.9	TEX11	2	0.727283187102436
chrX	70145432	70150975	ENSG00000165349.7	SLC7A3	12	298.988571798111
chrX	70279094	70288273	ENSG00000147164.7	SNX12	2	30.0921242959823
chrX	70316047	70323385	ENSG00000184481.12	FOXO4	1	18.8209054860194
chrX	70323739	70326638	ENSG00000204165.5	CXorf65	NA	NA
